category_name,department_name,list_price,unit_price
FItNeSs , hoME and liVINg ,6807000,6764670000
 CloThiNG, fAShioN ,276.92 VND,274.73 VND
SkIncARE , Home & LIVinG ,6192665,6147795
 PHones,hoMe&lIvING,6362000,6315834
laptOPs ,ElECtRonic,120.23,118.00 VND
AccESSoRIEs, tOys,8134523,8067548
cameRas , bEAUtY/cArE ,328.07,7858000
AUdiO, bEAUty cAre,400.70 VND,9526000
 acCesSoRIeS,sPOrtS-ouTDooRs,9005030,8974197
 WEaRableS, SpOrTS & outDOoRS,228.22 VND,226.15
WEArAbLEs, FAShiOn,4117258,4024568000
 CAmERAS,fASHiOn,7849617,7766946
Rc ,Fashon,219.41 VND,5200072
auDio ,hoME & lIViNG,255.79 VND,6109000
 cLoThInG,sPOrTS & outDoOrs,8096091000,8064267
 pHoNES , BEaUTy/CArE ,37.18,854000
PuZZlES, FaSHoN ,4991024,205.48
cAMeRAs, HOmE And LiVinG,5056012000,4980606
 DEcOR , sPOrTs-oUtDoOrS,2536580000,104.42
Phones , fAshioN ,395.1,9443199
DecoR ,elECTRoniC,309.50 VND,7350078
WEaraBLes , hOME&livING,8128000,337.65 VND
KitChEn,beAUTY CARe,336.57,8050443000
FURnitUrE ,Fashon,3178000,3113951
 boArD gameS ,homE AnD lIVinG,311.87,7436000
 BloCkS ,Fashon,6098000,250.96
 CaMErAS, TOYZ,7915025,7882252
 weaRABLEs , ToYz,4611672,4527000
 puzZLEs, fASHOn,4024492,166.75
 SkiNCARe,FAsHOn ,8178966,8097288
Rc ,fAsHOn,3849159000,3827726
RC ,BEaUtY/caRE,6916422,6888902
 rC , ELECtROniC ,9409082000,9342581000
PhoNes, HOme&livinG ,880167000,872987
 cycliNg ,eleCtRonicS,1891575,1850081
TEaM SpoRTS, beAuTY CARe,4490123,183.91
ClOtHIng , bEAuTy/caRE,1012000,914403
oUtdoOR,bEautY/care ,5746000,5719000
 ACCESsorIES,BeAuTy cARE ,7151662,297.07 VND
 caMERaS, ElectroniCS ,3.15,0.04
 phOnEs, BeAUTY/CaRE ,528015,500000
 SHOEs , FashION,5639035,5577939
cLoTHinG, BEAuTy/CARe,5396000,224.27
CLOThINg ,BEaUTY/cArE ,296.57,7095305
FURNIturE,bEAUty care,309.77 VND,7430676
 WEArABlEs,SpORTs & oUTdOORs ,9526399,393.38
PuZZleS, HOmE AnD LivIng,7279299,7199672
 CAMEras ,HOMe & LivinG,5633325,5603013
 caMeraS , beautY CAre,2703846,2686726
AUdIO ,spoRtS-oUTdOoRs ,6626251,6584000
cAMerAs,BeAUTy CAre,47.86,1073000
 CLEanING , toys,6421000,266.15 VND
FURnITUrE ,faSHON ,6204027,6182952
PUzZleS, tOYS ,7616035000,313.35 VND
 rC ,elEcTroNIcs,252.70 VND,5999777
 kItchen, FAshOn,4170000,172.94
 Audio,tOYS,4408128,4352858
FiTNeSs,ELeCtroNIcs ,8641000,359.03 VND
PHOnes ,Fashon,123.18 VND,2890995
 skiNcARe, HOme aND liVIng,7094000,292.03
TeAM sPorts, Toyz,93.42 VND,2157284
 HairCare , sportS-OuTdoORs ,349.12,8286542000
bOard GAmes ,ELectrONIcs ,246.44,243.58
phONes ,home & liViNG,2806164,2798233
 FiTNESS,ELEctRoNicS ,5474857000,5382000
 acCEsSoRIEs, fAshOn ,1101023000,1004823
rC,sportS-OuTDOOrS ,3177000,3161000
 LapTops, bEauTy cARE,9071925,8988097
 CaMErAS, SPoRTs & oUtDoorS ,216.69,213
 WEaRAbLES, bEAuTY cArE ,3079235,2990000
LApTOps,Home&LIviNG ,8249653000,8155677000
 DECor,faShon,3713525000,3614233000
tEam SpORtS , elECTRONiCs ,303.90 VND,303.63 VND
 PuzZlEs,SpORTS & OutdOORS,8826106,8735468
WeaRaBLEs, eLeCtRONiC ,2704169,2679534000
Rc , BeAuTY CaRE,9701823,401.68 VND
PhoNeS ,BeAUTY CARe ,147.83,3473599
HaiRCaRE,hOme&lIVINg,7397000,7325204
kitcHEn,toYs ,8979270,8942334
acCeSsorIES,TOYZ ,5757430,5717859
CAmerAs, ELeCtRonIc ,316.4,7551000
AcCessORies, ToYZ,363.08,8628462
 MAkeUP ,sports-OutdOOrS ,6061413,6030150
 bLOCks ,elEctroniCS ,353.05,349.21
cyCLing,hOme anD lIvInG,72.08,1678216
aUdIo , elEctroNic,1390515000,1372000
haiRCArE,bEAuTy/care ,7562509,7523405
 blOCKS , TOYs ,1061200,1025460
rC,ELEctRonIc ,294.01 VND,6982024
 WeARaBLeS ,hoMe&liViNg,386.49 VND,9194825
ouTDOOR , FasHiOn ,866440000,789.7
 clotHINg , hOME&LIViNG ,9683460,400.26
 AudIO, BEauty/care,384595,300971
auDio,sPortS-oUTDOOrS ,8002907,7978350
 PUZzles,bEauty carE ,213361,143253
phoNes,ElECtrOnIc,452417,369099000
pHOnEs,SPoRts-ouTdOorS ,9283000,9216000
 FITNEss, SPorTs-outdoORS,4477711,4473886
WearAbleS, HoMe&LiVIng ,3660919000,152.34
FUrNiTURe, elEctRONiCS,9632000,9575585
PuZzlEs, bEAUTY cAre ,5245844,5154744000
pHONes , bEAuty caRe ,208.51,207.76
CAmErAS, eleCTRONicS,4478934,182.76
 CYclInG ,eLEctRoNiCS ,9886660,9860000
 lapTops, HoMe & lIving ,4513415,186.57 VND
kItCHEN , Toyz ,3126683,3052474000
cAmErAS,BEAUTY/CARE ,5423166,5418303
SHoES,EleCtRoNIC,8258572000,339.98
FiTnEss ,eleCtronIcs ,7725000,7695785
 pUZzLEs , SporTs-OUtDOoRs,4619386000,4553153000
 auDio ,FasHIOn,5270000,5209045
haIrcARe , Home & liVing ,43177,39000
 BLOcKS , FAShoN,411.43,9860789
wearaBles ,ELEcTrONIC,40.45 VND,36.53 VND
 cYCling,beAUty/cArE ,9056161,9020962
 deCor ,ToYs ,6650398,6619743
maKeUP, ELectROniCS ,9006000,374.47
 AUdIo , hoME & LIvING,3943310,3914652
aUDiO,beAutY cARE,1367882000,1333000
CAMErAS,HOmE&lIViNG,3044056,123.99 VND
 Rc, eleCtRoniC,7105292,7077000
RC, spORTS-OUtDoOrS ,234.44 VND,233.03
 CamERAs , homE&liVInG ,403.5,9662900000
pUZZlEs, HOMe AnD LivInG,6020859,6005000
 cLeaNING,BEaUTY caRe ,4274072,4260244000
wEARAbLES ,SpoRtS & OutDoORS,41177,29141
HaircaRE ,sPortS & OUtdOoRs ,364835,288399
 wEarabLEs , BEauTy/CaRE ,345.86 VND,345.80 VND
lapTops ,Home aNd Living,5898000,5846033000
 rC ,HoME&LIVing ,153.55 VND,151.08
ClOthinG, tOyZ,6418206,6400239
 FURNiTURE, SPoRts & OuTDOOrs,6773377000,6720415
furNIturE ,spoRts-ouTDoOrS ,1955676,1893396
sHOeS , ElecTroNic ,637122000,619047
phoneS ,eleCTROnICS,497.24,20.27
 KITCHen,bEAuTy cAre ,8543856,355.67
 pHonEs,elEcTrOnICs,3805408000,3792344000
 WEaraBleS,HomE&lIvinG ,195.40 VND,193.82
 OUtdoor ,Fashon,4496562,4447630000
board gAmES, hOMe aNd livINg ,132000,5
 cLOTHiNG,HOmE ANd liVInG,215.96 VND,5152742
 LApTOPs, ELecTrONicS ,7483510,7386000
 cLOTHINg, hOmE And lIVING ,7313351,7219563000
CAMErAS,BEauTy/cARe,5839923,5825949
aCcesSories,HOme & LIViNg,4931182,204.83
 TeaM spoRTS, BEaUTY/cARe ,6925852,6883000
wEaRABleS, ElEcTrONiCS ,23.7,20.97 VND
PhoNES , tOyZ,876686,870525
 camERAS, bEautY CARE,6078651000,251.94
 LaPTOps,ElECtrOnIcS ,79.69,1833409
 ClOTHiNG ,BEauTy/caRe,7332801000,7236231
LAPTOPs,hOme&LiVing ,43.04 VND,955288
 WEaRABles, eleCTrOniCs,0.87 VND,1000
 AUDio ,faShION ,415.67 VND,413.87 VND
 PHONes , eLeCtRONiCS,7531727000,7449763
AuDio , FaSHIoN,295.48,7030817
 HaircarE,spORtS & oUTdoORs ,2476318,2388364
PHONeS , electRoNiC ,4496827,185.5
 oUTDOor , ELECtrOniCs ,7223781,7208000
lAPtops,fashoN ,2187187,90.18 VND
accesSorIes ,eLECtROnic ,7980195,329.95
Furniture ,sPOrTS-OUtDOOrS ,8984232,8899909
cAmeras , hOme AnD lIvInG,223.65 VND,5312000
boarD GAmes ,ELECtROnic,371.32,8902831
dEcoR,BeAUTy CaRE,380.41 VND,9050475
 wearABLes,ELecTronic,3181483,129.77 VND
CAMeRaS , toys ,7344962000,7305000
 mAkeUp,FAShOn ,91.59,87.65
LAPToPS, HoME & LIvInG ,6459422,6431455
hairCARE , eLECtronic,9049838,8964000
 CaMErAs, ElEctRONics ,200.43,4750116
HAIrCaRe ,eLECtrONIcs,4895000,202.16 VND
 lapToPs ,ELeCTROnic ,1951959,78.89 VND
 KITChen , ToYS ,26.1,572834
 TEAm sPORTS,HoMe aND livIng,2267000,2207613
 OUtDOOr, BEAuty/CaRe,5424145,5387615
cYclINg,sPORts-OUTDOoRS,101.22,2340547
tEAm SPoRts, SpOrTs-OUtdoORs,8723181,362.64
 tEaM SpOrTs , hOME AND LIViNg ,75.89 VND,1749003000
OutDoor ,HoME&livIng,2725363000,2722026
 shoES,SPorTS-OutdoOrs,5843721,5786197
 oUTDOOr ,HoMe and lIVING,5507436,5493266
bOArd GAmES,HOME & livInG ,368.82,8773887
 CycLinG , ToyS ,7.42 VND,94.22
 CAmeras , BeAUty/caRE ,29.96 VND,25.85 VND
WeARablES , ELECtroniCs ,353.12 VND,8467625
Furniture , HomE&lIViNg,6507271,6481912
fitNess, EleCtRoNics,6451435,6447873
skinCArE,sPorts-OUTDoORs,9425953,9370000
fUrnItURE,TOYS,297.37,294.25
fuRNiTure, bEauTy/cArE ,3851354,3831291
 Audio , ELecTRONicS,1675189000,1627577
 wearablEs , TOYS,8424000,348.74 VND
TEAM SporTs , hoME&liVing,347.71,347.45 VND
 ouTDooR,bEauTY CArE ,9164068,378.55
 BLOCks ,hoME ANd lIvIng,264.44,6259569000
 CLeAninG ,BEAUtY/CaRe ,91.97 VND,2200968
 teAm sPORTs, home ANd lIving,4088000,4058958
WEArABlEs , HOMe&LIVIng ,1810408,1732000
KitCHen , eLECTRoNIcS ,7919239,7885350000
MAkEUp,HOMe & LIviNg ,1732848000,70.94 VND
 LaptoPS,hOme AND liviNG ,8578424,8480145
cleaNINg , HomE aNd LIvIng,6790310,6737711
AudiO ,hOmE&LiVing,2094168,86.99 VND
 aUdiO,FasHioN ,5608034,5591439
 SKiNcare ,Toyz ,6240420,6196920
 LaPTOPs,eLECtROniCs,1669928,1622774000
 mAkEUp, ElectRONIcS,9406093,9306000
 sHoES ,hOMe AND lIvIng,373.78 VND,8969623
FiTness ,FAsHoN ,397.67 VND,9471000
PuZzleS ,TOyS,6700000,6688000000
AUdIo , SporTS & OUTDOorS ,9535344,394.67 VND
pUZzleS,beaUTY caRe ,7233330,7182310
fUrnIturE , SPORTs-ouTdOoRS,9195882000,9157000
 AcCESSOrIEs ,beauTy/CAre ,139.2,135.46 VND
 shOeS ,Toyz,1266000,1175573000
WEArabLEs, HOME & lIvIng,3200755,130.38 VND
WEAraBleS, eLecTROnICs ,2505186,2413998000
BOaRD GaMes , toYz ,9804334,9722000
Shoes , bEauTy CARE,114.64 VND,2711000
pUZzles ,hOme AND LIVInG ,7803325,324.41 VND
 oUTDoOr,EleCtronIcS ,7825479,325.54 VND
 PhOneS ,HOMe aNd LiVinG ,4641681,190.12
laPtopS,FaSHON ,7590902,7535265
 CYCLiNg, ELECTRonIC,7164580,296.74
 fItnESS,fAsHION ,5429000,226.01 VND
CLoTHinG,BeautY CAre,50.18,1193244
cAMERAs, HoME And LIvIng,526762000,491894
BoARd games, ElECtRoNiCs,4127000,169.9
 FuRNiTuRE, fAsHiOn,191.36 VND,4567675
 CamerAS ,bEAUtY CaRE ,9076343,375.99
 SHoEs,eLEcTROnIc,2193000,2116490
puZZLEs,ToYz ,7277398,7258586000
 DEcor ,BeAuty/CARe ,9588698,9567408
 teAM spORts,tOys ,189.77 VND,4473020
rc, beautY/carE ,6301544,6255456
 AUDiO, HoME & LivinG ,409.53,9736518000
 WearAbLes ,SPorTs & oUTdoors,4633485000,4565000
team sPORtS ,HOmE & LiVing,4856907,4834002
 haIrcARe, eLectrONic ,3039578000,124.17
pHonES ,toyS ,171.78 VND,4074000
 WeaRABles,FASHOn,1578604,1565524
 AudiO ,BeaUty/CarE,199.52 VND,4765645000
weARAbLeS,BEauTy/CarE ,6849295000,6828549
sHOeS, BEaUty/cArE,5815295,5795718
WEArAbLEs,ElECTRoniCS,415.30 VND,9936000
 BLOCkS ,FashION ,1213340000,1151000
SKiNCArE , ToYz ,3719057,3666934
pHONes,Fashon,5717000,5634000
 phonEs, fAsHion ,1720639,69.33 VND
wEARAbLEs,ToYZ,2271999,2251899
WeaRaBlEs , spORTS & OuTDOors ,2823596,2820126
OUtDOOR , EleCTrOniC,122.35 VND,2836601
 cleanING, fAshon ,9357815,388.67 VND
 BOaRd GamEs , SPoRtS & oUtdOorS ,384.57 VND,9223534
SHoEs,eLECtrONIcs ,183.28,4333090000
 cycLinG , hOme AnD LivING,3104029,3035726
LAPtops, fAshIOn,5822267,5753000
 CYclINg ,bEAUty/cArE ,2302835,2224864
FItnesS ,fAsHON,5634393000,233.64 VND
LaptOPs,spOrTs-OuTDooRS ,8136000,8121391
 CaMEras ,hOmE&Living,173.81 VND,4102000
 kitChEn,HOMe & LIVinG ,9055053,9040101
 PhONEs ,BeAuTy care ,6132000,6132276
 fURNITURe,SpOrts & OuTDOOrs ,7121068000,295.46
PHoneS , eLEcTRONic ,4841000,198.76 VND
wEaRabLes, ElEcTronICS,4813768,4807984
dEcoR, HOMe&LiVInG ,1972000,1943112
 RC, eleCTRONiCs ,2065541,1974709
 TEAm SporTS , faShON,1075000,1065170
 ShOEs,tOyZ,355.35 VND,8502938
haIRCArE, ElEctronIcS ,160.02,157.96
 pUZzLEs ,home anD LIviNG,5961000,5899336000
CYCLiNG , SPORTS-OuTdoorS,6499378000,6403000
PHonES,BeaUTY cAre ,9494000,9489000
HAiRCare,toYS,53.47,1209934
WEARABlEs , elEctronIcS,3688297,3680000
 cLEANinG , FASHoN ,1246907000,51.46
PUzzlEs,beAuTy/CArE,357.53,8508250
phONEs,spOrts & oUtdOOrs,90.41 VND,2129926
 cyclINg , toyz,75.20 VND,74.36 VND
 cLeAning ,sPorts & ouTdooRs ,5443731000,5415284
OutdOor, HOMe&lIviNG ,7461114,7385879
 AccEsSORIES ,FAshoN,6631000,6626355
 wEaRAbLeS, FashIOn,7327159,7232732
RC, HoME And lIVING ,6767373000,281.36
rc ,homE aND lIViNg ,5963087000,5959000
 kITChEN,TOyZ,2628376000,2619000
 oUTdOOr ,SporTs-ouTDoORs,9626000,399.08 VND
hairCare ,spORts-oUtDoOrS ,3222925,3217856
OuTDOOr, eleCTrONIC ,4259746,4251512
 phoNES,beAuty CaRe ,212.89 VND,5090903
pUzZLEs ,FAsHOn ,337.92 VND,8109231
 AccESsorIES ,HOMe ANd LIvinG,7727000,7675724
 bOarD gaMEs, FashOn ,376.28 VND,8960704
 HairCare ,SpoRts & OUtDoOrs,1348452,53.66
TEAm SPoRTS ,homE & LIvINg,5166299,5138769
 laPTOps , sPORtS-oUTDoORS ,3386000,140.98 VND
Shoes ,ELEcTRoNiC,5260000,217.61
 TEaM SPORts ,SpoRTS-oUTdoOrS,6410054,6389216
 ClotHINg,eLeCTRonics ,4773000,4751657000
 cycliNg , hoME & LiVING,4046827,3971542
 dECoR ,HoMe&LiVING,4319000,4289379
lAPTOPs, hoMe And lIving,6588337,6549552
 board Games,beAUTY cARE ,9629510,9548251
 DecOR , fAshon,69.27,1593867
bLOcKS,hOme anD LiVIng,49.73,1158126
OUTDooR ,TOYS ,33.59,778351000
 audIO , ElEcTRoNiC,6858000,6845965000
 lApToPS,TOYz ,14300,1000
clEANIng, fAsHIoN ,237.28,5624997
sKiNcarE , spoRTs-OUtDooRS,4968569000,4960000
cYClIng , HoMe&lIviNG,4648566,192.31
Rc ,Toyz ,2785015,2756867
 lApTopS , hOme and lIVinG,7076588000,294.71
ClEaninG, tOys ,3847891,3796000
 PHOnes ,electrONIcS ,1164430,1071765
CYclING ,Fashion,6283928,259.37 VND
 KItcHen,ElEcTRoNiCs ,1091954,1064000
BlOCKs,eLEcTroniCs ,5937000,5915000
 AUDiO, toYZ ,3207914,3131517
fitneSS ,eLectRONICs ,5877000,5804989
 aCCesSORIEs , BeauTy/cARe,308.44 VND,307.91
 pHOnes , tOyS,263.86,6315922
shOEs ,ToYZ,1018622,944111
HaIRCaRE , eLeCTroNICS,196.00 VND,194.18
fURNItURE,faSHiOn ,9274982,9183023000
FURNITURE ,SPorTS-oUTDooRS ,294.30 VND,293.75
 makEUp,BeAuty/caRe ,250.62 VND,5995982
WeArABLes,BEauty cAre ,983876,40.23
OUtDOOR ,eLECTRoNIC ,2469142000,2404592
 fURNITURE, fASHOn ,3690851,3683000
 OutdoOr , sports & OutdOoRs ,8860094000,368.42 VND
 pUZZLeS ,BeaUTy/carE ,1380578,1362338
 HaIRcarE , fAShion ,123.44,2928224
 TEAm SpoRTs ,FaShION ,235.39,5632810
WEaRaBlES ,elEctrOnicS,9079545,8996198
cLOtHiNg,HoMe & livInG,4984656,4974421
 fuRNitURe,ElEctroNic,878465,34.85
 WEARAbles , eleCtrONics,4479728,185.85 VND
KiTCHeN,ELeCtrONics ,173.96,4103826000
 WEArABlES ,HOmE aNd liVing,2864000,115.55 VND
 PHONeS, elEcTrONIc,4279000,176.76
Furniture ,Fashion ,902000,879198
SkIncaRE,sports-OUtdOorS,8898095,8823922
DeCor , ELectroNiCs ,3039000,2991904000
 aUdIO , faShIon,111.60 VND,2670000
LAPtOPs,ElecTRonIcS ,7289000,7242169
AudiO , EleCTRonIC,9411460000,9364834
cyCLinG , hOMe & lIVinG ,3393428,137.45 VND
 oUtDOoR ,ToYs ,6.52 VND,5.51 VND
LaPtops,beautY/caRe ,9659988,400.48
 pUZzLEs,BeaUTy/care,98.58 VND,2361638
 FURniTuRE,ToYZ,9651783000,400.38
caMeras,bEaUTY CarE,293.35,6963000
 rc ,HoMe AnD LiViNg ,8560451,8551575
AUdIO , FaSHiOn,7970485,7955479
blOCKS ,Fashon,6285600,6256928000
 clothinG ,BeAUTY/cARE,7199000,7184000
laptOpS,elEctRONicS,4715055000,4698180000
sKINcarE , BeAUTY cARe ,343.66,8166318
 cAMEraS,beAuTy/CaRE ,7777000,7682187
CAmERAs , eLectroNiCS ,25.19 VND,24.63
 bLockS , ELeCTROniCs,51.26,48.05 VND
blockS,FasHON ,114304000,74399
Furniture ,BEautY CarE ,858758,852715
 RC , SPorTs-OutDoorS,279.47 VND,6634940
AcCEsSOrieS,ElecTroNICS ,917000,825000
 kiTcHEn, hoME & lIVInG ,163590,107538
DECOR , ToYz ,174.14,4107280
aUdIo ,SPOrtS-oUtdoOrS ,7437005000,7360332000
CLeaNING,FasHOn,9226811,381.99
skINCare ,sportS-ouTDOoRS,7917381,7852000
KitcHen , ELECTrOniCs ,7292734,300.32 VND
SkiNcArE ,ElEctRonic,6875394,6842960
cameRaS,beauty/CAre,4397442,4303562
 camEras,BEauTY caRE,7716316,7666581
cyCLiNg,FAShOn,4271341000,4248960
 fiTneSs,hOME&livinG ,591625,558714000
ClOthINg,SpOrTS & OUtDooRs,142.6,97883
decoR, ToYs ,349616,13.75 VND
SkInCaRE , SpOrtS-ouTdoOrS ,147.30 VND,3484239000
cYcLInG , spoRtS-ouTDOORs ,9282143000,384.92 VND
 AccEssOrIEs , BEauTy/CaRE ,130.09,3110000
PhoNES,HomE aND livING,250.79 VND,5952661
 dEcOR ,bEautY cARE,6176292,6174129000
cLEANinG, sPoRts-OutDoorS,2914247,2873923
lAPTOPS, beauTY carE ,2104100,84.33
cyCLING, home & LivING ,472087,459127000
sKIncaRe,bEAuTy/cARE,8262012,8242918
Furniture , spOrtS-oUTdoORS ,1651000,1631316000
FItNESS , hoME aNd LiVIng ,2166000,2103000
 pUzzlEs ,fAshon,3943874000,3858224
 aCcESsOries , spORtS-ouTdoOrs ,2225525,2174000
kITchEN, hoMe & LIViNG ,2356000,2317000
CLOthING ,SPorTs-outdOoRS,3289503,3281689
 sKINCArE ,TOYS ,4511093,4496000
kItCHEn,HomE & LIVInG ,134.15 VND,131.87 VND
Furniture , Toyz,412366000,342565
 MAkEuP,faSHIon,8159370,8092497
OUtDOor , HoMe&liviNG,4673000,4643568
 AudiO, HOME&LIvING,5249829,5215246
 cYcLInG, hOME&LivING ,249.77 VND,5976780
cLothING , FashoN,3012834000,122.29
 bLOcKS , eLEcTrOnics,5395750,5368115
cAmEraS ,HOmE & LiVIng,4871922,4825058
 PhOnES, HoME&lIViNg,7163000,7147916
 PHOnES ,Fashon,402.1,398.71 VND
 PHoneS , beaUty CArE,6356827,6264540
 CLEaNING , fAShiON ,6283696,6279094
AUDiO,ELECTrOnicS ,5134011000,5062540
AUDio, ToyS ,593000,585762
RC, sPorTS & OUtDoORs,8648000,8569000
 rc ,ELeCtRONIC ,9585000,9573000
 kiTcHeN ,beAUtY CaRe,348.44 VND,8343794
HAIrcARe ,ELecTrONiC,6942667,6907000
pUzZleS ,SpOrtS-OutDOOrs,44.41,1006230
 BlocKs, hoME & liVIng ,6401447,264.46
 rC , HoMe aNd lIVinG ,9435000,9369116
Furniture , HoME&lIvINg ,1084792,1053196
CyClinG ,toyZ ,45.62,44.75 VND
 WEAraBleS ,sports-oUtDOorS ,189439,3.96 VND
phoNES , HomE & lIViNG,26.46 VND,24.20 VND
Furniture , beAUty/cAre ,284.01,6725000
Furniture ,spoRTS-oUTdOoRS,8672000,8587292
 skiNCarE ,HoME AnD liviNg ,7696000,7662000
 MaKeUP , HoMe&liVINg,265.93 VND,261.85
 LAPtops , toYz,895492,35.81 VND
cleANINg ,sPOrTs-ouTdOoRS ,6447000,6387019
fURnItuRe, SPoRts-ouTdOORs ,8670785,8602445000
CLEAning,tOyZ ,3018000,2933247
 audio , HoME & lIving,341.01 VND,339.02
BoArD gAMEs,HOMe and lIviNg,7397896000,7353788000
 pHoneS,eLectROnIcS ,9340774000,9300229
sHoeS,FashoN,1467000,1454780000
OUtdOor,hoMe AND LiVING,4309230,176.18 VND
 lapToPS ,faShoN ,98.41 VND,2293067
clEaNiNG,Beauty CAre ,295.70 VND,6998756
BLOcks,tOYS,121.09,120.93 VND
ShoeS,bEaUTY/cARe ,403277,304179
 dECor,eLecTRONICS,3553549,144.80 VND
 ClOThiNG , eLeCtRonics ,7637381,7560128
 CLEANiNg ,ElEctRONiCS,46.83,1092000
tEAm sPorTS,HOMe&LIvinG,204.34,202.05
 TEaM SPortS, Beauty/CarE ,2490000,2411832
fiTNeSs,EleCTroNICS,8137873000,8134643
phONeS , FaShioN,248.63,5915130000
mAkeup , beautY caRE ,6652756,6642290000
HaiRcarE,beaUTy/caRE ,8807971,8737000
 accesSORiEs , beAuTY/cArE ,8098000,8097367
 phoneS, toyz,8945292000,369.22
aUdiO ,TOYz,76.86 VND,74.64
 blOCKS , TOyS,4709061,4625000
AuDiO ,EleCTRoNICS,67.03 VND,1546000
 MAkeuP, BEAuTY/cARe,9867755,410.75 VND
 SkIncarE , ElEctRoNIcS,13.17 VND,228179
 cAmERAs, beAUTy/cARe ,69.63 VND,1573772
 CycLInG, toyZ ,4993848,4943011
mAkEUP , eleCtRoNics ,149.74 VND,3569619
 wearablEs , TOyS ,8721400000,360.18
 laptoPs, elEcTrONIC ,4304000,178.16 VND
LaPtoPs , BEaUTY CARe ,9540312,9447696000
 cYclIng,Fashon,8886000,8840526
 cLothing,FaSHON,5609559,5550090000
MaKeUP , eLEcTRONIc ,3665203,150.83 VND
MAkEuP, spORTS-OutDooRS ,1907896,75.93 VND
 FUrniturE, toyz,597897,511737
 MakEup, tOyz,1244793,1168441
 CyclInG ,sPOrTS-OUtDOORS,371.61,8827376
caMErAs,ElECTrOnIC ,7185545,7154942000
wEaRAbLes,SpOrTS & oUtDOORs ,4549907,188.24
 cLoThINg,BeAUTy/CaRE ,3208000,129.61
cleanIng ,ElECtrOnIc ,254178,9.15 VND
 BlOCkS ,ELeCTrOniCS ,3071000,3057182
LaptopS , BEAUty CaRE,4117000,4102422
 LaPTOps , SPOrTs-oUtDoOrS ,6653940,6640060
auDiO, FaSHON,2565083000,2473000
 KITcheN , beauty caRE,5699685,5658839
phoNES , beaUTY CarE,8.47,182033
 phonES,ToyS,222.94 VND,221.83 VND
bOArd gAmes ,ELecTRONiCS,67.20 VND,1547940
FITNESs ,HoME&liVinG ,8674276,357.38
 weArABLeS , eLeCTROniCs ,6740392,6727000
oUtdOoR , eLeCTRonIC ,232.65 VND,5529000
TEAM SpoRts, sports & outDOoRs ,47.9,1093794
camEraS,ELECtrOnIc,6353000,6331956000
 cAmerAS, SpORts & oUtDooRS ,6968380000,6940000
 LaPtoPs,elECtRonIcs ,7115868,7042973
 HaIrcarE,eLectrOniCs,8447719,8415191
KITChEn , HoME&liVIng,4977913,4953057
AcCesSORIEs,eLeCtROniCS,325.91,7818113000
Furniture , BEaUtY/caRe,4336000,178.26 VND
outDoOR , eLecTROnicS,6150917,6099000
 cYCLINg,FAsHIon ,2289494,2196119000
 Audio ,sPoRTs-oUtDOOrS,8129567,8083548000
 rc, faShon ,3837797,3813837
BLOckS,ELeCtrONICS,8495080,8410252
maKEup,SportS & OUTDooRs ,254.64,6049729000
 ShoeS, ToYz,244.42 VND,5865805
 clEanINg , home & LivINg ,7861000,7848552
OUtDoOR , ELeCTronICs,1559832,1464000
 bOard gAMeS,HoMe&LIVIng ,8809755,8765818
HaIRCaRE ,sporTS & ouTDoORs,186.16 VND,4384505
BoArd gaMEs, SPORtS & outdoOrs ,8553571000,8479271
 CYCLing , ElECtronIcs,361.71 VND,8606188
 dECOR , fAShoN ,8014407,7981736
 RC , HomE anD LIVIng,233.73,5591000
DeCOr, HoMe & LIvINg ,7225741000,7216495
rC , HomE & LIVING,8302647,8289027
caMeras,BEautY/CAre,9815288,9775000
 rC, ToYS ,240.08 VND,5751000
OUTdOoR ,FasHIOn,8192790,8175125
 audIo , spOrTS-oUtDoORs ,361.65,8619490
KitCHEn, BeaUty Care ,4286097000,4265776
pHOnes ,Home & LIvInG ,126.47,3000713
 PHONEs,ToyZ ,113.47,2674930
cyclInG ,Fashon,5155584,5144093
 teAm sPOrts, FaSHOn ,3491733,3440745
 phoNes, BEAUtY Care ,6530000,6435184
BoARD Games,bEauTY/caRE ,2808317,2775314
SHOES,fASHoN ,6272546,6184839
cAMERas,hOME & LivIng ,9075781,8979627
laPtOps ,beAutY/CARe ,2287694,2246378000
 WEarABLeS,eLECTROnIcs,2818384,113.74
 mAkeUp ,TOyS ,187.6,187.37 VND
bloCkS, SpOrtS & outdOoRS ,9001941000,374.15
 cLotHiNG, hOMe&LIvInG ,9484000,9394475
 laPTops, SPOrtS-outDOOrs,9436464,9417726
lApTOps, elecTroNics,7184272,299.12
 dEcOr , EleCTroNIc ,8301149,8235310
kitChEn ,fASHoN ,4740000,4721274000
AUdIO , SPORts-oUTDOoRS ,7472457,7393999
PHoneS, HOME&LIvING ,5116590,212.54
cYclInG, BEautY caRe ,9509522000,9462194
 KITCHEN, hoME&lIVIng ,238.61 VND,5701890
pHoNeS , Home & liviNg ,960348,930921
fItNESS ,FaSHION,7393618,7326435
AUdIO , Home & lIvInG,8424474,8348674
 pHones,FaShoN ,8333144,345.47 VND
BoaRd GAMES,spoRtS & OuTdoors,1783696000,73.29
CAmeraS ,ELEctRoNIC ,227.75 VND,5436674
 OutDOoR,Fashon,5114192000,5062000
